,fighter1,fighter2,fighter1_kd,fighter2_kd,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,weight_class,method,round,time,event,winner
157,Jennifer Maia,Maryna Moroz,0,0,109,80,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia
158,Miles Johns,Vince Morales,0,0,38,39,1,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Miles Johns
159,Ricky Turcios,Kevin Natividad,0,1,68,41,2,7,1,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios
160,Vanessa Demopoulos,Maria Oliveira,1,0,55,83,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos
161,Brady Hiestand,Fernie Garcia,0,0,19,21,3,1,1,1,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand
162,Natalia Silva,Tereza Bleda,1,0,45,18,0,1,0,2,Women's Flyweight,KO/TKO  Spinning Back Kick,3,1:27,UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva
163,Alex Pereira,Israel Adesanya,0,0,91,86,1,1,0,0,Middleweight,KO/TKO  Punches,5,2:01,UFC 281: Adesanya vs. Pereira,Alex Pereira
164,Zhang Weili,Carla Esparza,0,0,37,6,0,1,1,0,Women's Strawweight,SUB  Rear Naked Choke,2,1:05,UFC 281: Adesanya vs. Pereira,Zhang Weili
165,Dustin Poirier,Michael Chandler,0,0,38,43,0,3,2,0,Lightweight,SUB  Rear Naked Choke,3,2:00,UFC 281: Adesanya vs. Pereira,Dustin Poirier
166,Chris Gutierrez,Frankie Edgar,1,0,10,2,0,0,0,0,Bantamweight,KO/TKO  Knee,1,2:01,UFC 281: Adesanya vs. Pereira,Chris Gutierrez
167,Dan Hooker,Claudio Puelles,1,0,29,5,0,0,1,1,Lightweight,KO/TKO  Kick,2,4:06,UFC 281: Adesanya vs. Pereira,Dan Hooker
168,Renato Moicano,Brad Riddell,0,0,10,14,0,0,1,0,Lightweight,SUB  Rear Naked Choke,1,3:20,UFC 281: Adesanya vs. Pereira,Renato Moicano
169,Ryan Spann,Dominick Reyes,1,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,1:20,UFC 281: Adesanya vs. Pereira,Ryan Spann
170,Erin Blanchfield,Molly McCann,0,0,25,7,1,0,2,0,Women's Flyweight,SUB  Kimura,1,3:37,UFC 281: Adesanya vs. Pereira,Erin Blanchfield
171,Andre Petroski,Wellington Turman,0,0,42,41,8,1,2,1,Middleweight,U-DEC,3,5:00,UFC 281: Adesanya vs. Pereira,Andre Petroski
172,Matt Frevola,Ottman Azaitar,1,0,11,10,0,0,0,0,Lightweight,KO/TKO  Punch,1,2:30,UFC 281: Adesanya vs. Pereira,Matt Frevola
173,Karolina Kowalkiewicz,Silvana Gomez Juarez,0,0,74,77,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz
174,Michael Trizano,SeungWoo Choi,2,1,32,26,0,0,0,0,Featherweight,KO/TKO  Punch,1,4:51,UFC 281: Adesanya vs. Pereira,Michael Trizano
175,Montel Jackson,Julio Arce,1,0,48,26,0,1,0,0,Bantamweight,U-DEC,3,5:00,UFC 281: Adesanya vs. Pereira,Montel Jackson
176,Carlos Ulberg,Nicolae Negumereanu,1,0,14,2,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,3:44,UFC 281: Adesanya vs. Pereira,Carlos Ulberg
177,Amanda Lemos,Marina Rodriguez,0,0,29,19,1,0,1,0,Women's Strawweight,KO/TKO  Punches,3,0:54,UFC Fight Night: Rodriguez vs. Lemos,Amanda Lemos
178,Neil Magny,Daniel Rodriguez,0,0,57,66,5,0,1,0,Welterweight,SUB  D'Arce Choke,3,3:33,UFC Fight Night: Rodriguez vs. Lemos,Neil Magny
179,Shayilan Nuerdanbieke,Darrick Minner,1,0,19,5,0,0,0,0,Featherweight,KO/TKO  Elbows,1,1:07,UFC Fight Night: Rodriguez vs. Lemos,Shayilan Nuerdanbieke
180,Tagir Ulanbekov,Nate Maness,0,0,4,4,1,0,1,0,Flyweight,SUB  Guillotine Choke,1,2:11,UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov
181,Grant Dawson,Mark Madsen,1,0,33,15,2,0,2,0,Lightweight,SUB  Rear Naked Choke,3,2:05,UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson
182,Miranda Maverick,Shanna Young,0,0,63,29,5,0,1,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick
183,Mario Bautista,Benito Lopez,0,0,44,17,1,0,3,0,Bantamweight,SUB  Triangle Armbar,1,4:54,UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista
184,Polyana Viana,Jinh Yu Frey,1,0,11,6,0,0,0,0,Women's Strawweight,KO/TKO  Punches,1,0:47,UFC Fight Night: Rodriguez vs. Lemos,Polyana Viana
185,Johnny Munoz,Liudvik Sholinian,0,0,78,56,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Rodriguez vs. Lemos,Johnny Munoz
186,Jake Hadley,Carlos Candelario,0,0,90,69,0,1,1,0,Flyweight,SUB  Triangle Choke,2,2:39,UFC Fight Night: Rodriguez vs. Lemos,Jake Hadley
187,Tamires Vidal,Ramona Pascual,1,0,17,13,0,0,0,0,Women's Bantamweight,KO/TKO  Flying Knee,1,3:06,UFC Fight Night: Rodriguez vs. Lemos,Tamires Vidal
188,Arnold Allen,Calvin Kattar,0,0,28,14,0,0,0,0,Featherweight,KO/TKO,2,0:08,UFC Fight Night: Kattar vs. Allen,Arnold Allen
189,Max Griffin,Tim Means,1,0,42,47,3,3,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Kattar vs. Allen,Max Griffin
190,Waldo Cortes-Acosta,Jared Vanderaa,0,0,73,56,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Kattar vs. Allen,Waldo Cortes-Acosta
191,Tresean Gore,Josh Fremd,0,0,10,24,3,0,1,0,Middleweight,SUB  Guillotine Choke,2,0:49,UFC Fight Night: Kattar vs. Allen,Tresean Gore
192,Khalil Rountree Jr.,Dustin Jacoby,0,0,85,120,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC Fight Night: Kattar vs. Allen,Khalil Rountree Jr.
193,Roman Dolidze,Phil Hawes,1,0,18,11,0,1,1,0,Middleweight,KO/TKO  Punches,1,4:09,UFC Fight Night: Kattar vs. Allen,Roman Dolidze
194,Marcos Rogerio de Lima,Andrei Arlovski,1,0,6,2,0,0,1,0,Heavyweight,SUB  Rear Naked Choke,1,1:50,UFC Fight Night: Kattar vs. Allen,Marcos Rogerio de Lima
195,JunYong Park,Joseph Holmes,0,0,18,20,2,0,2,0,Middleweight,SUB  Rear Naked Choke,2,3:04,UFC Fight Night: Kattar vs. Allen,JunYong Park
196,Steve Garcia,Chase Hooper,3,0,29,10,0,0,0,0,Featherweight,KO/TKO  Punches,1,1:32,UFC Fight Night: Kattar vs. Allen,Steve Garcia
197,Cody Durden,Carlos Mota,0,0,17,12,4,0,0,1,Flyweight,U-DEC,3,5:00,UFC Fight Night: Kattar vs. Allen,Cody Durden
198,Christian Rodriguez,Joshua Weems,0,0,9,18,0,2,1,0,Bantamweight,SUB  Anaconda Choke,1,4:07,UFC Fight Night: Kattar vs. Allen,Christian Rodriguez
199,Islam Makhachev,Charles Oliveira,1,0,30,19,2,0,1,0,Lightweight,SUB  Arm Triangle,2,3:16,UFC 280: Oliveira vs. Makhachev,Islam Makhachev
200,Aljamain Sterling,TJ Dillashaw,0,0,72,8,5,0,2,0,Bantamweight,KO/TKO  Punches,2,3:44,UFC 280: Oliveira vs. Makhachev,Aljamain Sterling
201,Sean O'Malley,Petr Yan,0,0,84,58,0,6,0,0,Bantamweight,S-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Sean O'Malley
202,Beneil Dariush,Mateusz Gamrot,1,0,59,33,0,4,0,0,Lightweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Beneil Dariush
203,Manon Fiorot,Katlyn Chookagian,0,0,98,76,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Manon Fiorot
204,Belal Muhammad,Sean Brady,0,0,80,58,0,0,0,0,Welterweight,KO/TKO  Punches,2,4:47,UFC 280: Oliveira vs. Makhachev,Belal Muhammad
205,Caio Borralho,Makhmud Muradov,0,0,19,14,1,2,2,0,Middleweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Caio Borralho
206,Nikita Krylov,Volkan Oezdemir,0,0,57,42,7,1,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Nikita Krylov
207,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,0,0,40,38,1,1,0,0,Welterweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Abubakar Nurmagomedov
208,Armen Petrosyan,AJ Dobson,0,0,118,58,0,3,0,0,Middleweight,U-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Armen Petrosyan
209,Muhammad Mokaev,Malcolm Gordon,0,0,21,17,6,1,1,1,Flyweight,SUB  Armbar,3,4:26,UFC 280: Oliveira vs. Makhachev,Muhammad Mokaev
210,Karol Rosa,Lina Lansberg,0,1,54,36,3,0,0,0,Women's Bantamweight,M-DEC,3,5:00,UFC 280: Oliveira vs. Makhachev,Karol Rosa
211,Alexa Grasso,Viviane Araujo,0,0,153,126,0,2,0,0,Women's Flyweight,U-DEC,5,5:00,UFC Fight Night: Grasso vs. Araujo,Alexa Grasso
212,Jonathan Martinez,Cub Swanson,2,0,62,51,0,1,0,0,Bantamweight,KO/TKO  Kick,2,4:19,UFC Fight Night: Grasso vs. Araujo,Jonathan Martinez
213,Dusko Todorovic,Jordan Wright,0,0,61,25,0,3,0,1,Middleweight,KO/TKO  Elbows,2,3:12,UFC Fight Night: Grasso vs. Araujo,Dusko Todorovic
214,Raphael Assuncao,Victor Henry,0,0,60,55,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Grasso vs. Araujo,Raphael Assuncao
215,Alonzo Menifield,Misha Cirkunov,1,0,8,5,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,1:28,UFC Fight Night: Grasso vs. Araujo,Alonzo Menifield
216,Mana Martinez,Brandon Davis,2,0,87,76,1,1,0,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Grasso vs. Araujo,Mana Martinez
217,Jacob Malkoun,Nick Maximov,0,0,83,34,9,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Grasso vs. Araujo,Jacob Malkoun
218,Joanderson Brito,Lucas Alexander,0,0,4,1,2,0,1,0,Featherweight,SUB  Rear Naked Choke,1,2:02,UFC Fight Night: Grasso vs. Araujo,Joanderson Brito
219,Piera Rodriguez,Sam Hughes,0,0,83,69,5,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Grasso vs. Araujo,Piera Rodriguez
220,Tatsuro Taira,CJ Vergara,0,0,22,19,3,0,2,0,Flyweight,SUB  Armbar,2,4:19,UFC Fight Night: Grasso vs. Araujo,Tatsuro Taira
221,Pete Rodriguez,Mike Jackson,1,0,22,10,0,0,0,0,Welterweight,KO/TKO  Knee,1,1:33,UFC Fight Night: Grasso vs. Araujo,Pete Rodriguez
222,Yan Xiaonan,Mackenzie Dern,0,0,113,61,0,2,0,2,Women's Strawweight,M-DEC,5,5:00,UFC Fight Night: Dern vs. Yan,Yan Xiaonan
223,Randy Brown,Francisco Trinaldo,1,0,60,40,0,1,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Dern vs. Yan,Randy Brown
224,Raoni Barcelos,Trevin Jones,1,0,73,11,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Dern vs. Yan,Raoni Barcelos
225,Sodiq Yusuff,Don Shainis,0,0,9,3,0,0,1,0,Featherweight,SUB  Guillotine Choke,1,0:30,UFC Fight Night: Dern vs. Yan,Sodiq Yusuff
226,Mike Davis,Viacheslav Borshchev,0,0,65,63,9,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Dern vs. Yan,Mike Davis
227,Daniel Santos,John Castaneda,1,1,69,57,2,3,0,0,Catch Weight,KO/TKO  Knee,2,4:28,UFC Fight Night: Dern vs. Yan,Daniel Santos
228,Ilir Latifi,Aleksei Oleinik,0,0,38,28,3,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Dern vs. Yan,Ilir Latifi
229,Joaquim Silva,Jesse Ronson,1,0,45,39,0,0,0,0,Lightweight,KO/TKO  Flying Knee,2,3:08,UFC Fight Night: Dern vs. Yan,Joaquim Silva
230,Brendan Allen,Krzysztof Jotko,0,0,3,3,1,0,1,0,Middleweight,SUB  Rear Naked Choke,1,4:17,UFC Fight Night: Dern vs. Yan,Brendan Allen
231,Chelsea Chandler,Julija Stoliarenko,0,0,38,12,0,1,0,0,Catch Weight,KO/TKO  Punches,1,4:15,UFC Fight Night: Dern vs. Yan,Chelsea Chandler
232,Guido Cannetti,Randy Costa,0,0,8,2,1,0,1,0,Bantamweight,SUB  Rear Naked Choke,1,1:04,UFC Fight Night: Dern vs. Yan,Guido Cannetti
233,Cory Sandhagen,Song Yadong,0,0,94,54,1,2,0,0,Bantamweight,KO/TKO,4,5:00,UFC Fight Night: Sandhagen vs. Song,Cory Sandhagen
234,Gregory Rodrigues,Chidi Njokuani,1,0,48,44,1,0,0,0,Middleweight,KO/TKO  Punches,2,1:27,UFC Fight Night: Sandhagen vs. Song,Gregory Rodrigues
235,Andre Fili,Bill Algeo,0,0,59,81,1,0,2,0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Andre Fili
236,Joe Pyfer,Alen Amedovski,1,0,14,11,0,0,0,0,Middleweight,KO/TKO  Punch,1,3:55,UFC Fight Night: Sandhagen vs. Song,Joe Pyfer
237,Rodrigo Nascimento,Tanner Boser,0,0,36,62,3,0,1,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Rodrigo Nascimento
238,Anthony Hernandez,Marc-Andre Barriault,0,0,39,25,8,0,2,0,Middleweight,SUB  Arm Triangle,3,1:53,UFC Fight Night: Sandhagen vs. Song,Anthony Hernandez
239,Damon Jackson,Pat Sabatini,0,0,11,1,1,0,0,0,Featherweight,KO/TKO  Punches,1,1:09,UFC Fight Night: Sandhagen vs. Song,Damon Jackson
240,Trevin Giles,Louis Cosce,0,0,25,10,2,1,0,1,Welterweight,U-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Trevin Giles
241,Loma Lookboonmee,Denise Gomes,0,0,48,19,4,0,0,3,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Loma Lookboonmee
242,Trey Ogden,Daniel Zellhuber,0,0,71,52,1,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Trey Ogden
243,Gillian Robertson,Mariya Agapova,0,0,4,39,3,0,1,1,Women's Flyweight,SUB  Rear Naked Choke,2,2:19,UFC Fight Night: Sandhagen vs. Song,Gillian Robertson
244,Javid Basharat,Tony Gravely,0,0,80,33,2,2,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Sandhagen vs. Song,Javid Basharat
245,Nikolas Motta,Cameron VanCamp,1,0,24,15,0,0,0,0,Lightweight,KO/TKO  Punch,1,3:49,UFC Fight Night: Sandhagen vs. Song,Nikolas Motta
246,Nate Diaz,Tony Ferguson,0,0,101,80,0,1,1,0,Welterweight,SUB  Guillotine Choke,4,2:52,UFC 279: Diaz vs. Ferguson,Nate Diaz
247,Khamzat Chimaev,Kevin Holland,0,0,0,0,2,0,2,0,Catch Weight,SUB  D'Arce Choke,1,2:13,UFC 279: Diaz vs. Ferguson,Khamzat Chimaev
248,Daniel Rodriguez,Li Jingliang,0,0,88,78,0,1,0,0,Catch Weight,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Daniel Rodriguez
249,Irene Aldana,Macy Chiasson,1,0,37,39,0,3,2,0,Catch Weight,KO/TKO  Kick,3,2:21,UFC 279: Diaz vs. Ferguson,Irene Aldana
250,Johnny Walker,Ion Cutelaba,0,0,3,3,1,1,3,0,Light Heavyweight,SUB  Rear Naked Choke,1,4:37,UFC 279: Diaz vs. Ferguson,Johnny Walker
251,Julian Erosa,Hakeem Dawodu,0,0,92,74,2,0,0,0,Featherweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Julian Erosa
252,Jailton Almeida,Anton Turkalj,0,0,17,1,3,0,2,0,Catch Weight,SUB  Rear Naked Choke,1,4:27,UFC 279: Diaz vs. Ferguson,Jailton Almeida
253,Denis Tiuliulin,Jamie Pickett,2,0,73,60,0,0,0,0,Middleweight,KO/TKO  Punches,2,4:52,UFC 279: Diaz vs. Ferguson,Denis Tiuliulin
254,Chris Barnett,Jake Collier,0,1,54,51,0,1,0,1,Heavyweight,KO/TKO  Punches,2,2:24,UFC 279: Diaz vs. Ferguson,Chris Barnett
255,Norma Dumont,Danyelle Wolf,1,0,52,20,2,0,0,0,Women's Featherweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Norma Dumont
256,Alatengheili,Chad Anheliger,0,0,49,39,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Alatengheili
257,Elise Reed,Melissa Martinez,1,0,38,45,3,1,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Elise Reed
258,Yohan Lainesse,Darian Weeks,0,0,23,44,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC 279: Diaz vs. Ferguson,Yohan Lainesse
259,Ciryl Gane,Tai Tuivasa,1,1,110,29,0,0,0,0,Heavyweight,KO/TKO  Punches,3,4:23,UFC Fight Night: Gane vs. Tuivasa,Ciryl Gane
260,Robert Whittaker,Marvin Vettori,0,0,74,33,1,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,Robert Whittaker
261,Nassourdine Imavov,Joaquin Buckley,0,0,51,46,2,0,2,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,Nassourdine Imavov
262,Roman Kopylov,Alessio Di Chirico,1,0,59,39,0,0,0,0,Middleweight,KO/TKO  Punches,3,1:09,UFC Fight Night: Gane vs. Tuivasa,Roman Kopylov
263,William Gomis,Jarno Errens,0,0,32,20,3,0,0,1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,William Gomis
264,Nathaniel Wood,Charles Jourdain,0,0,97,86,5,1,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,Nathaniel Wood
265,Abus Magomedov,Dustin Stoltzfus,1,0,7,0,0,0,0,0,Middleweight,KO/TKO  Punches,1,0:19,UFC Fight Night: Gane vs. Tuivasa,Abus Magomedov
266,Nasrat Haqparast,John Makdessi,1,0,64,73,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,Nasrat Haqparast
267,Fares Ziam,Michal Figlak,0,0,60,28,3,1,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Gane vs. Tuivasa,Fares Ziam
268,Benoit Saint Denis,Gabriel Miranda,3,0,42,20,1,1,0,0,Lightweight,KO/TKO  Punch,2,0:16,UFC Fight Night: Gane vs. Tuivasa,Benoit Saint Denis
269,Cristian Quinonez,Khalid Taha,0,0,19,6,0,0,0,0,Bantamweight,KO/TKO  Punches,1,3:15,UFC Fight Night: Gane vs. Tuivasa,Cristian Quinonez
270,Stephanie Egger,Ailin Perez,0,0,15,16,2,1,1,0,Women's Featherweight,SUB  Rear Naked Choke,2,4:54,UFC Fight Night: Gane vs. Tuivasa,Stephanie Egger
271,Leon Edwards,Kamaru Usman,1,0,55,83,1,5,1,0,Welterweight,KO/TKO  Kick,5,4:04,UFC 278: Usman vs. Edwards,Leon Edwards
272,Paulo Costa,Luke Rockhold,0,0,73,51,2,1,0,0,Middleweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,Paulo Costa
273,Merab Dvalishvili,Jose Aldo,0,0,57,38,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,Merab Dvalishvili
274,Lucie Pudilova,Wu Yanan,0,0,39,26,2,0,1,0,Women's Bantamweight,KO/TKO  Elbows,2,4:04,UFC 278: Usman vs. Edwards,Lucie Pudilova
275,Tyson Pedro,Harry Hunsucker,1,0,6,2,0,0,0,0,Light Heavyweight,KO/TKO  Kick,1,1:05,UFC 278: Usman vs. Edwards,Tyson Pedro
276,Marcin Tybura,Alexandr Romanov,0,0,47,40,0,2,0,0,Heavyweight,M-DEC,3,5:00,UFC 278: Usman vs. Edwards,Marcin Tybura
277,Jared Gordon,Leonardo Santos,0,0,116,36,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,Jared Gordon
278,Sean Woodson,Luis Saldana,0,2,73,91,0,1,1,0,Featherweight,S-DEC,3,5:00,UFC 278: Usman vs. Edwards,draw
279,Ange Loosa,AJ Fletcher,0,0,129,87,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,Ange Loosa
280,Amir Albazi,Francisco Figueiredo,0,0,12,11,2,0,1,0,Flyweight,SUB  Rear Naked Choke,1,4:34,UFC 278: Usman vs. Edwards,Amir Albazi
281,Aoriqileng,Jay Perrin,0,0,72,88,0,3,0,0,Bantamweight,U-DEC,3,5:00,UFC 278: Usman vs. Edwards,Aoriqileng
282,Victor Altamirano,Daniel Lacerda,1,1,58,22,0,0,0,0,Flyweight,KO/TKO  Punches,1,3:39,UFC 278: Usman vs. Edwards,Victor Altamirano
283,Marlon Vera,Dominick Cruz,3,0,61,92,0,2,0,0,Bantamweight,KO/TKO  Kick,4,2:17,UFC Fight Night: Vera vs. Cruz,Marlon Vera
284,Nate Landwehr,David Onama,0,1,91,71,3,1,2,0,Featherweight,M-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,Nate Landwehr
285,Yazmin Jauregui,Iasmin Lucindo,0,0,86,66,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,Yazmin Jauregui
286,Azamat Murzakanov,Devin Clark,1,0,79,14,0,0,0,0,Light Heavyweight,KO/TKO  Punch,3,1:18,UFC Fight Night: Vera vs. Cruz,Azamat Murzakanov
287,Priscila Cachoeira,Ariane Lipski,1,0,20,4,0,0,0,0,Women's Bantamweight,KO/TKO  Punches,1,1:05,UFC Fight Night: Vera vs. Cruz,Priscila Cachoeira
288,Gerald Meerschaert,Bruno Silva,1,0,46,29,1,0,1,0,Middleweight,SUB  Guillotine Choke,3,1:39,UFC Fight Night: Vera vs. Cruz,Gerald Meerschaert
289,Angela Hill,Loopy Godinez,0,0,85,92,1,1,0,0,Catch Weight,U-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,Angela Hill
290,Martin Buday,Lukasz Brzeski,0,0,66,118,0,0,0,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,Martin Buday
291,Nina Nunes,Cynthia Calvillo,0,0,39,48,0,3,0,0,Women's Flyweight,S-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,Nina Nunes
292,Gabriel Benitez,Charlie Ontiveros,0,0,37,22,1,0,0,0,Lightweight,KO/TKO  Punches,1,3:33,UFC Fight Night: Vera vs. Cruz,Gabriel Benitez
293,Tyson Nam,Ode Osbourne,1,0,13,15,0,0,0,0,Flyweight,KO/TKO  Punch,1,2:59,UFC Fight Night: Vera vs. Cruz,Tyson Nam
294,Josh Quinlan,Jason Witt,1,0,3,1,0,1,0,0,Catch Weight,KO/TKO  Punch,1,2:09,UFC Fight Night: Vera vs. Cruz,Josh Quinlan
295,Youssef Zalal,Da'Mon Blackshear,0,0,63,27,1,1,1,1,Bantamweight,M-DEC,3,5:00,UFC Fight Night: Vera vs. Cruz,draw
296,Jamahal Hill,Thiago Santos,0,0,89,53,0,6,0,0,Light Heavyweight,KO/TKO  Elbows,4,2:31,UFC Fight Night: Santos vs. Hill,Jamahal Hill
297,Geoff Neal,Vicente Luque,2,0,121,97,1,0,0,0,Welterweight,KO/TKO  Punches,3,2:01,UFC Fight Night: Santos vs. Hill,Geoff Neal
298,Mohammed Usman,Zac Pauga,1,0,12,32,0,0,0,0,Heavyweight,KO/TKO  Punch,2,0:36,UFC Fight Night: Santos vs. Hill,Mohammed Usman
299,Juliana Miller,Brogan Walker,0,0,54,30,4,0,1,0,Women's Flyweight,KO/TKO  Elbows,3,3:57,UFC Fight Night: Santos vs. Hill,Juliana Miller
300,Serghei Spivac,Augusto Sakai,0,0,33,8,6,0,1,0,Heavyweight,KO/TKO  Punches,2,3:42,UFC Fight Night: Santos vs. Hill,Serghei Spivac
301,Terrance McKinney,Erick Gonzalez,0,0,18,9,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1,2:17,UFC Fight Night: Santos vs. Hill,Terrance McKinney
302,Michal Oleksiejczuk,Sam Alvey,2,0,22,3,0,0,0,0,Middleweight,KO/TKO  Punch,1,1:56,UFC Fight Night: Santos vs. Hill,Michal Oleksiejczuk
303,Bryan Battle,Takashi Sato,1,0,7,2,0,0,0,0,Welterweight,KO/TKO  Kick,1,0:44,UFC Fight Night: Santos vs. Hill,Bryan Battle
304,Cory McKenna,Miranda Granger,0,0,13,13,3,0,2,0,Women's Strawweight,SUB  Von Flue Choke,2,1:03,UFC Fight Night: Santos vs. Hill,Cory McKenna
305,Mayra Bueno Silva,Stephanie Egger,0,0,4,8,0,1,1,0,Women's Bantamweight,SUB  Armbar,1,1:17,UFC Fight Night: Santos vs. Hill,Mayra Bueno Silva
306,Amanda Nunes,Julianna Pena,3,0,85,60,6,0,1,1,Women's Bantamweight,U-DEC,5,5:00,UFC 277: Pena vs. Nunes 2,Amanda Nunes
307,Brandon Moreno,Kai Kara-France,1,0,58,53,0,1,0,0,Flyweight,KO/TKO  Kick,3,4:34,UFC 277: Pena vs. Nunes 2,Brandon Moreno
308,Sergei Pavlovich,Derrick Lewis,1,0,15,4,0,0,0,0,Heavyweight,KO/TKO  Punches,1,0:55,UFC 277: Pena vs. Nunes 2,Sergei Pavlovich
309,Alexandre Pantoja,Alex Perez,0,0,8,10,1,0,1,0,Flyweight,SUB  Neck Crank,1,1:31,UFC 277: Pena vs. Nunes 2,Alexandre Pantoja
310,Magomed Ankalaev,Anthony Smith,0,0,46,18,0,0,0,0,Light Heavyweight,KO/TKO  Punches,2,3:09,UFC 277: Pena vs. Nunes 2,Magomed Ankalaev
311,Alex Morono,Matthew Semelsberger,0,1,106,74,0,1,0,0,Welterweight,U-DEC,3,5:00,UFC 277: Pena vs. Nunes 2,Alex Morono
312,Drew Dober,Rafael Alves,1,0,62,37,0,1,0,0,Lightweight,KO/TKO  Punch,3,1:30,UFC 277: Pena vs. Nunes 2,Drew Dober
313,Don'Tale Mayes,Hamdy Abdelwahab,0,1,47,58,0,3,0,0,Heavyweight,Overturned,3,5:00,UFC 277: Pena vs. Nunes 2,draw
314,Drakkar Klose,Rafa Garcia,0,0,61,34,2,3,0,0,Lightweight,U-DEC,3,5:00,UFC 277: Pena vs. Nunes 2,Drakkar Klose
